Territorio,Año,Área geográfica,Sexo,Edad,Población
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,59,44772
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,60,43236
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,61,41558
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,62,40062
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,63,38477
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,64,36994
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,65,35460
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,66,34026
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,67,32665
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,68,31319
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,69,29789
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,70,28254
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,71,26607
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,72,25090
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,73,23513
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,74,22032
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,75,20733
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,76,19858
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,77,18998
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,78,17966
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,79,16744
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,80,15417
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,81,14119
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,82,12891
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,83,11635
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,84,10327
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,85,9072
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,86,7986
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,87,6937
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,88,5967
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,89,5039
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,90,4217
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,91,3404
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,92,2695
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,93,2137
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,94,1672
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,95,1330
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,96,1039
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,97,809
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,98,597
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,99,420
Total Nacional,2018,Centros Poblados y Rural Disperso,Mujeres,100+,1387
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,0,217348
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,1,219834
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,2,222574
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,3,226046
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,4,229806
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,5,234322
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,6,237808
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,7,241133
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,8,243882
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,9,247081
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,10,250549
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,11,254214
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,12,254065
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,13,252631
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,14,249879
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,15,244783
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,16,239612
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,17,232781
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,18,222979
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,19,212709
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,20,202874
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,21,193354
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,22,187031
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,23,182391
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,24,177680
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,25,172142
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,26,166653
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,27,161871
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,28,157856
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,29,154351
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,30,151476
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,31,149691
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,32,148349
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,33,147341
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,34,147350
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,35,147355
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,36,146658
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,37,145844
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,38,144310
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,39,141471
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,40,138173
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,41,134983
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,42,131609
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,43,129260
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,44,128071
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,45,127186
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,46,126409
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,47,125907
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,48,125167
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,49,123653
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,50,121892
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,51,120032
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,52,117806
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,53,115530
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,54,113114
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,55,110255
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,56,106891
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,57,103386
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,58,99603
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,59,95969
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,60,92543
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,61,89252
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,62,85971
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,63,82890
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,64,79883
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,65,76858
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,66,73868
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,67,70864
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,68,67685
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,69,64494
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,70,61198
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,71,57589
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,72,53932
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,73,50463
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,74,47227
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,75,44587
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,76,42410
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,77,40221
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,78,37714
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,79,35003
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,80,32004
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,81,28820
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,82,25754
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,83,22984
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,84,20334
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,85,17907
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,86,15593
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,87,13411
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,88,11410
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,89,9614
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,90,7966
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,91,6379
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,92,5039
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,93,3951
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,94,3061
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,95,2390
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,96,1830
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,97,1401
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,98,1035
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,99,765
Total Nacional,2018,Centros Poblados y Rural Disperso,Total,100+,2693
Total Nacional,2018,Total,Total,Total,48258494
Total Nacional,2018,Total,Hombres,Total,23614164
Total Nacional,2018,Total,Mujeres,Total,24644330
Total Nacional,2018,Total,Hombres,0,379611
Total Nacional,2018,Total,Hombres,1,384392
Total Nacional,2018,Total,Hombres,2,389812
Total Nacional,2018,Total,Hombres,3,395361
Total Nacional,2018,Total,Hombres,4,400077
Total Nacional,2018,Total,Hombres,5,405013
Total Nacional,2018,Total,Hombres,6,410040
Total Nacional,2018,Total,Hombres,7,415839
Total Nacional,2018,Total,Hombres,8,421676
Total Nacional,2018,Total,Hombres,9,427467
Total Nacional,2018,Total,Hombres,10,433301
Total Nacional,2018,Total,Hombres,11,439515
Total Nacional,2018,Total,Hombres,12,440403
Total Nacional,2018,Total,Hombres,13,440428
Total Nacional,2018,Total,Hombres,14,438851
Total Nacional,2018,Total,Hombres,15,436918
Total Nacional,2018,Total,Hombres,16,435090
Total Nacional,2018,Total,Hombres,17,434665
Total Nacional,2018,Total,Hombres,18,428650
Total Nacional,2018,Total,Hombres,19,423143
Total Nacional,2018,Total,Hombres,20,418454
Total Nacional,2018,Total,Hombres,21,415566
Total Nacional,2018,Total,Hombres,22,413985
Total Nacional,2018,Total,Hombres,23,412666
Total Nacional,2018,Total,Hombres,24,408429
Total Nacional,2018,Total,Hombres,25,400028
Total Nacional,2018,Total,Hombres,26,390200
Total Nacional,2018,Total,Hombres,27,380463
Total Nacional,2018,Total,Hombres,28,370656
Total Nacional,2018,Total,Hombres,29,361288
Total Nacional,2018,Total,Hombres,30,350860
Total Nacional,2018,Total,Hombres,31,344052
Total Nacional,2018,Total,Hombres,32,338075
Total Nacional,2018,Total,Hombres,33,333980
Total Nacional,2018,Total,Hombres,34,331625
Total Nacional,2018,Total,Hombres,35,328894
Total Nacional,2018,Total,Hombres,36,324855
Total Nacional,2018,Total,Hombres,37,321093
Total Nacional,2018,Total,Hombres,38,314589
Total Nacional,2018,Total,Hombres,39,306368
Total Nacional,2018,Total,Hombres,40,295689
Total Nacional,2018,Total,Hombres,41,287041
Total Nacional,2018,Total,Hombres,42,276711
Total Nacional,2018,Total,Hombres,43,270668
Total Nacional,2018,Total,Hombres,44,267492
Total Nacional,2018,Total,Hombres,45,265604
Total Nacional,2018,Total,Hombres,46,264388
Total Nacional,2018,Total,Hombres,47,264242
Total Nacional,2018,Total,Hombres,48,263755
Total Nacional,2018,Total,Hombres,49,262960
Total Nacional,2018,Total,Hombres,50,259797
Total Nacional,2018,Total,Hombres,51,258085
Total Nacional,2018,Total,Hombres,52,254041
Total Nacional,2018,Total,Hombres,53,250429
Total Nacional,2018,Total,Hombres,54,245423
Total Nacional,2018,Total,Hombres,55,239072
Total Nacional,2018,Total,Hombres,56,231045
Total Nacional,2018,Total,Hombres,57,221802
Total Nacional,2018,Total,Hombres,58,211520
Total Nacional,2018,Total,Hombres,59,202507
Total Nacional,2018,Total,Hombres,60,193446
Total Nacional,2018,Total,Hombres,61,185521
Total Nacional,2018,Total,Hombres,62,176917
Total Nacional,2018,Total,Hombres,63,169729
Total Nacional,2018,Total,Hombres,64,162052
Total Nacional,2018,Total,Hombres,65,154357
Total Nacional,2018,Total,Hombres,66,146719
Total Nacional,2018,Total,Hombres,67,139304
Total Nacional,2018,Total,Hombres,68,131614
Total Nacional,2018,Total,Hombres,69,124364
Total Nacional,2018,Total,Hombres,70,116933
Total Nacional,2018,Total,Hombres,71,109194
Total Nacional,2018,Total,Hombres,72,101088
Total Nacional,2018,Total,Hombres,73,93900
Total Nacional,2018,Total,Hombres,74,87427
Total Nacional,2018,Total,Hombres,75,82182
Total Nacional,2018,Total,Hombres,76,77454
Total Nacional,2018,Total,Hombres,77,72726
Total Nacional,2018,Total,Hombres,78,67704
Total Nacional,2018,Total,Hombres,79,62577
Total Nacional,2018,Total,Hombres,80,57078
Total Nacional,2018,Total,Hombres,81,51129
Total Nacional,2018,Total,Hombres,82,45461
Total Nacional,2018,Total,Hombres,83,40677
Total Nacional,2018,Total,Hombres,84,36287
Total Nacional,2018,Total,Hombres,85,32267
Total Nacional,2018,Total,Hombres,86,28138
Total Nacional,2018,Total,Hombres,87,24379
Total Nacional,2018,Total,Hombres,88,20787
Total Nacional,2018,Total,Hombres,89,17676
Total Nacional,2018,Total,Hombres,90,14618
Total Nacional,2018,Total,Hombres,91,11729
Total Nacional,2018,Total,Hombres,92,9288
Total Nacional,2018,Total,Hombres,93,7194
Total Nacional,2018,Total,Hombres,94,5546
Total Nacional,2018,Total,Hombres,95,4245
Total Nacional,2018,Total,Hombres,96,3178
Total Nacional,2018,Total,Hombres,97,2364
Total Nacional,2018,Total,Hombres,98,1741
Total Nacional,2018,Total,Hombres,99,1339
Total Nacional,2018,Total,Hombres,100+,5186
Total Nacional,2018,Total,Mujeres,0,360423
Total Nacional,2018,Total,Mujeres,1,366857
Total Nacional,2018,Total,Mujeres,2,371459
Total Nacional,2018,Total,Mujeres,3,376170
Total Nacional,2018,Total,Mujeres,4,381397
Total Nacional,2018,Total,Mujeres,5,386598
Total Nacional,2018,Total,Mujeres,6,391876
Total Nacional,2018,Total,Mujeres,7,396570
Total Nacional,2018,Total,Mujeres,8,401512
Total Nacional,2018,Total,Mujeres,9,406877
Total Nacional,2018,Total,Mujeres,10,412775
Total Nacional,2018,Total,Mujeres,11,418905
Total Nacional,2018,Total,Mujeres,12,419464
Total Nacional,2018,Total,Mujeres,13,419343
Total Nacional,2018,Total,Mujeres,14,419171
Total Nacional,2018,Total,Mujeres,15,418997
Total Nacional,2018,Total,Mujeres,16,418896
Total Nacional,2018,Total,Mujeres,17,419284
Total Nacional,2018,Total,Mujeres,18,418971
Total Nacional,2018,Total,Mujeres,19,418378
Total Nacional,2018,Total,Mujeres,20,417918
Total Nacional,2018,Total,Mujeres,21,414027
Total Nacional,2018,Total,Mujeres,22,412009
Total Nacional,2018,Total,Mujeres,23,410970
Total Nacional,2018,Total,Mujeres,24,407892
Total Nacional,2018,Total,Mujeres,25,402058
Total Nacional,2018,Total,Mujeres,26,394042
Total Nacional,2018,Total,Mujeres,27,385207
Total Nacional,2018,Total,Mujeres,28,376853
Total Nacional,2018,Total,Mujeres,29,368139
Total Nacional,2018,Total,Mujeres,30,361968
Total Nacional,2018,Total,Mujeres,31,356889
Total Nacional,2018,Total,Mujeres,32,353543
Total Nacional,2018,Total,Mujeres,33,350216
Total Nacional,2018,Total,Mujeres,34,349979
Total Nacional,2018,Total,Mujeres,35,349810
Total Nacional,2018,Total,Mujeres,36,347671
Total Nacional,2018,Total,Mujeres,37,343864
Total Nacional,2018,Total,Mujeres,38,338579
Total Nacional,2018,Total,Mujeres,39,328833
Total Nacional,2018,Total,Mujeres,40,320471
Total Nacional,2018,Total,Mujeres,41,310466
Total Nacional,2018,Total,Mujeres,42,302241
Total Nacional,2018,Total,Mujeres,43,295448
Total Nacional,2018,Total,Mujeres,44,292176
Total Nacional,2018,Total,Mujeres,45,290099
Total Nacional,2018,Total,Mujeres,46,289095
Total Nacional,2018,Total,Mujeres,47,289688
Total Nacional,2018,Total,Mujeres,48,290593
Total Nacional,2018,Total,Mujeres,49,288498
Total Nacional,2018,Total,Mujeres,50,287931
Total Nacional,2018,Total,Mujeres,51,285470
Total Nacional,2018,Total,Mujeres,52,283684
Total Nacional,2018,Total,Mujeres,53,279848
Total Nacional,2018,Total,Mujeres,54,275666
Total Nacional,2018,Total,Mujeres,55,269428
Total Nacional,2018,Total,Mujeres,56,261097
Total Nacional,2018,Total,Mujeres,57,252378
Total Nacional,2018,Total,Mujeres,58,243174
Total Nacional,2018,Total,Mujeres,59,233432
Total Nacional,2018,Total,Mujeres,60,225283
Total Nacional,2018,Total,Mujeres,61,216444
Total Nacional,2018,Total,Mujeres,62,208105
Total Nacional,2018,Total,Mujeres,63,198714
Total Nacional,2018,Total,Mujeres,64,189686
Total Nacional,2018,Total,Mujeres,65,180288
Total Nacional,2018,Total,Mujeres,66,171373
Total Nacional,2018,Total,Mujeres,67,163086
Total Nacional,2018,Total,Mujeres,68,154981
Total Nacional,2018,Total,Mujeres,69,146413
Total Nacional,2018,Total,Mujeres,70,138045
Total Nacional,2018,Total,Mujeres,71,129145
Total Nacional,2018,Total,Mujeres,72,120847
Total Nacional,2018,Total,Mujeres,73,112691
Total Nacional,2018,Total,Mujeres,74,105368
Total Nacional,2018,Total,Mujeres,75,99133
Total Nacional,2018,Total,Mujeres,76,94326
Total Nacional,2018,Total,Mujeres,77,89894
Total Nacional,2018,Total,Mujeres,78,84997
Total Nacional,2018,Total,Mujeres,79,79592
Total Nacional,2018,Total,Mujeres,80,73913
Total Nacional,2018,Total,Mujeres,81,68168
Total Nacional,2018,Total,Mujeres,82,62476
Total Nacional,2018,Total,Mujeres,83,56752
Total Nacional,2018,Total,Mujeres,84,50930
Total Nacional,2018,Total,Mujeres,85,45487
Total Nacional,2018,Total,Mujeres,86,40619
Total Nacional,2018,Total,Mujeres,87,35858
Total Nacional,2018,Total,Mujeres,88,31388
Total Nacional,2018,Total,Mujeres,89,27051
Total Nacional,2018,Total,Mujeres,90,22966
Total Nacional,2018,Total,Mujeres,91,18797
Total Nacional,2018,Total,Mujeres,92,15014
Total Nacional,2018,Total,Mujeres,93,11921
Total Nacional,2018,Total,Mujeres,94,9369
Total Nacional,2018,Total,Mujeres,95,7412
Total Nacional,2018,Total,Mujeres,96,5783
Total Nacional,2018,Total,Mujeres,97,4447
Total Nacional,2018,Total,Mujeres,98,3193
Total Nacional,2018,Total,Mujeres,99,2145
Total Nacional,2018,Total,Mujeres,100+,6957
Total Nacional,2018,Total,Total,0,740034
Total Nacional,2018,Total,Total,1,751249
Total Nacional,2018,Total,Total,2,761271
Total Nacional,2018,Total,Total,3,771531
Total Nacional,2018,Total,Total,4,781474
Total Nacional,2018,Total,Total,5,791611
Total Nacional,2018,Total,Total,6,801916
Total Nacional,2018,Total,Total,7,812409
Total Nacional,2018,Total,Total,8,823188
Total Nacional,2018,Total,Total,9,834344
