nombre_entidad;anio;Instituciones;Infraestructura;Adopción TIC;Sostenibilidad ambiental;Salud;Educación básica y media;Educación superior y capacitación;Entorno para los negocios;Mercado laboral;Sistema financiero;Tamaño del mercado;Sofisticación y diversificación;Innovación
ATLÁNTICO;2022;6.080182985707859;4.999801267673956;4.685133183445744;3.0227002046656635;7.20565591441134;6.807025900206643;5.214087561965916;6.844412877808576;5.091141179070805;4.4658737652864815;6.522008819962073;9.388018116989908;3.752664203159287
BOGOTÁ, D.C.;2022;7.143149935134581;7.405777668814491;7.640727977745301;5.493171562349155;7.831356565216928;8.378996808790964;6.501094350420527;9.288183146287206;7.438182866955774;7.221872029043165;8.130219093052522;9.222111202002063;6.403001179178688
BOLÍVAR;2022;5.056097366504191;5.773782148588175;3.149498120809401;4.829058811732621;6.226002698229371;5.822283859928773;3.7518385457978036;6.5834826524648165;4.732296673593591;2.2156674849590416;6.512656880153223;9.323990918670034;2.4330754201974987
BOYACÁ;2022;4.789132458356577;9.309260614193418;4.348776321173413;6.418754766273818;6.163237757162071;8.30062451072839;4.502016203148605;5.004060065958528;5.546103032843776;2.643559801527458;5.411403988619014;5.374664946178667;3.1802064095678038
CALDAS;2022;5.74580582949629;4.057714580822691;5.244718308712345;5.051599342826015;6.315396316001335;6.577187621635651;5.426638882868283;5.617773361032237;7.063817234256506;3.257658744763235;5.731268282247212;7.906801402167863;4.827934172432596
CAQUETÁ;2022;4.606261609846413;4.44988745723128;2.763058793357396;4.96226121319272;5.610690624753282;5.29509590396075;1.9543347042763424;4.78971334666186;5.117739945513783;2.7092564339522998;3.652743774216324;2.632102530031326;1.7806174007367583
CASANARE;2022;4.951952052648527;4.688019007808703;3.0658047225324063;4.938724102656456;5.817229256900137;7.045386867802987;2.653433701263537;5.092183972379825;6.394508034511471;2.322883351790498;5.177830187443716;2.78131856540638;1.3218135722158761
CAUCA;2022;4.417273411871383;4.493825353501397;2.8784751151640346;6.2291280786924785;5.733059690883086;5.359395487552716;3.2592682300095603;4.724065057240308;5.275228257722988;1.5621317340144156;5.240685914475516;8.998618140209402;2.307542414375217
CESAR;2022;4.554287464195583;4.452433286940637;2.9355165515625865;4.45810310248731;6.230710631767561;5.00610686889956;2.942175550804675;3.434303958093674;4.956544287618842;1.8504250813405303;6.235453523592069;4.900858939068369;1.6745883972547375
CHOCÓ;2022;4.14159155831372;3.744178301017169;1.7245864535850859;7.6582198613951435;3.7453918122151135;3.253416053112885;0.926371603838045;2.643503001456284;4.2982867661224695;1.078702100545774;4.13043884188354;3.8542301474664247;1.9973138435938012
