nombre_entidad;anio;Instituciones;Infraestructura;Adopción TIC;Sostenibilidad ambiental;Salud;Educación básica y media;Educación superior y capacitación;Entorno para los negocios;Mercado laboral;Sistema financiero;Tamaño del mercado;Sofisticación y diversificación;Innovación
CARTAGENA DE INDIAS;2020;6.554881742986504;6.29047372296082;3.3011704717056567;2.0307984364731473;6.489034139804323;5.59706933061678;4.13551536994186;5.520147016988057;5.927346205877349;2.354260740924892;6.6194915775697645;9.335094346877762;1.6609710264675834
CARTAGENA DE INDIAS;2021;6.579737809263502;5.833860459642425;3.4052764869227308;3.0656404521091485;6.165846470450051;5.773487626798257;4.332632660106058;6.149421151328465;4.276724357870634;2.492507528701129;6.621129797308609;9.391352699191115;1.89145135756565
CARTAGENA DE INDIAS;2022;6.573339294636023;5.93250767643963;3.8500764809920502;2.859834401540553;6.04029230369434;5.550746991527545;4.192624342972077;6.844522424121134;4.583411073319178;2.588098952900478;6.48810770761771;9.32347685331412;2.1209601008930195
CARTAGENA DE INDIAS;2023;6.874597851148168;5.870241163145269;4.38015114902745;3.5195726661778797;6.057296251818144;5.687000088461753;4.715520238393429;7.0361778258408485;4.57863482694132;2.912258841285275;7.394126606331952;9.179730121453106;2.3022633002217767
CARTAGENA DE INDIAS;2024;7.163547066837307;5.648400997049566;4.120630729200913;3.918034757655745;6.41919675879559;6.0142488840851005;4.839035988061478;7.079717638713321;4.899749555232734;2.939153957844333;7.379890435790291;9.343342174567029;2.109680877717394
CARTAGENA DE INDIAS;2025;7.23381014853505;5.599619091081511;4.626107543889363;3.7996574552398883;6.475027434022022;6.236006755757976;4.9210978260909695;6.650153235470089;5.17152196114715;3.5325145237689486;7.0477001419255725;9.30326708573252;1.9418424501909193
CÚCUTA AM;2019;5.116908849293638;4.944633952266681;3.7367492625037526;2.996471870189624;6.725849097392599;6.407845452406824;3.4117251417035455;5.314357459188424;3.8862822319110464;2.014298176535182;4.830490440404592;8.281223897968196;1.8715921311084909
CÚCUTA AM;2020;4.95890431712475;4.94777572770796;3.6446229611199934;2.996471870189624;6.1201503972398115;6.467414969346558;3.3032453650477533;5.4448245424084885;3.3985924328482504;2.1551303422826624;4.9490847035212155;8.191484688601555;2.0592228993356056
CÚCUTA AM;2021;5.339693814920645;4.877112150426827;3.6513138036968673;2.806758862346018;6.394097718272706;6.335516867686268;3.1110919522282785;5.233627565420646;2.2189768881086915;2.5130713077959523;5.087333654750218;8.136686152588295;1.8384653541512712
CÚCUTA AM;2022;5.269447149365275;4.885373294926658;4.059657336957053;2.74116163279606;5.343819779868012;6.537011807472666;3.0173999338185693;4.9828245312000226;4.045600348400818;2.746977636966907;4.990277879903093;7.508379944152944;2.1934057937052156
CÚCUTA AM;2023;5.882573042057699;4.573200666335922;4.158430048724897;3.1436437191121094;5.910514071992786;6.703527959131801;4.275889297596334;4.668397713954246;4.5368265493476185;3.0529615516101867;5.625840784691986;7.8628972471671315;1.7262984157260053
CÚCUTA AM;2024;5.851501576092276;4.686026194383721;4.092489287529898;3.353968232327522;5.784191840207401;6.723016475441374;4.215659681463157;4.541843945794325;4.721273513092115;3.100645884119179;5.869286856066367;8.425232789882436;1.8409913353870968
CÚCUTA AM;2025;6.228120248164151;4.527589812633915;4.506218897565487;3.0547660585726257;6.223119202621943;6.9240040077865235;4.020218146395768;5.102985303791623;4.716178804802775;3.976122718027514;5.560298739998024;8.415725114460148;1.9566735202333088
FLORENCIA;2019;4.713959885909581;4.292304715045254;3.356074421741729;4.705144546498868;5.813780236556742;6.48455681247664;1.834224628984388;5.029091813223834;5.48287337141542;2.6716570818794274;3.133590933025058;6.049351643112722;1.5004352834083434
FLORENCIA;2020;4.421593352701912;4.069662382491439;3.0894158168731156;4.705144546498868;6.310341528753503;6.570971161563208;1.762434746217635;4.903476826574182;5.587638038591825;1.799115629453631;3.0801850322389512;5.0875028682602155;1.5335595989873196
FLORENCIA;2021;4.862090416633316;4.128273134285012;3.441486849026486;4.237379466677624;6.439772540582528;6.37508617382013;2.1679538648759524;4.836283009631037;4.327340676136849;3.04030446219778;3.042690151971512;5.45691299146037;1.1125922882206294
FLORENCIA;2022;4.338684763971566;4.158025530779643;3.6678974568438107;3.9998856427066505;5.750970267341456;6.037285570938389;2.1928018611651283;4.985594766165763;4.8534420141276815;3.3218220277087163;3.2955522795629277;2.632764989759697;1.4298842380821286
FLORENCIA;2023;4.867253148696281;4.088169109025191;3.9490551273196504;3.8320261605371266;5.699289530382696;6.3846665903387425;2.2835253927604806;2.99596300725695;4.953504396182691;3.853794138044252;3.8931112914975663;3.5010433386276576;1.0467367809241481
FLORENCIA;2024;4.705441147467933;3.9382361833052064;3.9785383066041757;3.7966044430370256;5.939259275191641;6.686232589542815;2.196706849673644;3.8717151119202042;5.2567277749937436;3.9327793095675814;3.8543960255209155;5.045199410236467;1.3130976506491985
FLORENCIA;2025;5.321887689640757;3.397329513184355;3.939554731520073;3.5501726608164743;6.554033835126175;6.670503803979586;2.6659709212012443;4.795849621341574;5.365043821093371;5.189871734709454;3.5062890635692403;4.694267758694063;1.4777516920838933
IBAGUÉ;2019;5.491859634710433;5.1306577133447675;5.172426235223455;4.061308490064131;6.681092544153611;7.152644663127585;3.9334562691990778;4.8999171032067235;5.5112661733046835;3.332999041029413;4.586518013479269;7.36175275987746;2.5370732774236866
IBAGUÉ;2020;5.396799563356225;4.991651409149216;4.969905733442576;4.061308490064131;6.482170233397344;7.2016355502579055;4.011712457681022;4.400970904116743;5.756784953207709;3.5702818719661717;4.549583789315984;7.1325702879102115;2.940374371819174
IBAGUÉ;2021;5.753637195150054;4.574238640474408;4.988896911780695;4.43713823547071;6.8568429471512715;7.376238187420365;4.406977688258895;5.255586384909248;4.075210385048621;3.748014760460763;4.59433946074345;7.49738309593323;3.5493134371313895
IBAGUÉ;2022;5.528926162101712;4.713947405825023;5.252200862668216;4.240262103635149;6.646950743144523;7.103260907712057;4.354001840629316;5.966399264797484;5.464067352161469;3.9153938556790973;4.537080081556674;6.681211801284918;3.6792268439283364
IBAGUÉ;2023;5.724201145305764;4.318662160198613;5.768768015724084;4.2668087681175155;6.414409352946095;7.503174907113674;4.61180861810721;5.520029716737449;5.696725107021564;4.349335464679498;5.230957555332656;5.292263699506179;3.5604243966659266
IBAGUÉ;2024;5.685733511656074;4.36283925164758;5.455987634061387;4.105018579435452;6.46717500923795;7.670101288340376;4.992630709516688;4.851772050371123;6.078283118392404;4.458151792769353;5.27784735255705;5.628650239858803;3.7057874985503414
