nombre_entidad;anio;Actividades artísticas, entretenimiento, recreación y otras actividades de servicios;Actividades financieras y de seguros;Actividades inmobiliarias;Actividades profesionales, científicas, técnicas y servicios administrativos;Administración pública y defensa, educación y atención de la salud humana;Agricultura, ganadería, caza, silvicultura y pesca;Alojamiento y servicios de comida;Comercio y reparación de vehículos;Construcción;Explotación de minas y canteras;Industrias manufactureras;Información y comunicaciones;No informa;Población ocupada;Suministro de electricidad gas, agua y gestión de desechos;Transporte y almacenamiento
SINCELEJO;2020;11.755333333333335;1.0533333333333332;0.494;5.760666666666666;15.856333333333334;1.3923333333333334;9.844666666666667;25.83366666666667;8.151666666666666;0.072;7.817666666666667;0.9329999999999999;0.0;103.22999999999998;1.8313333333333333;12.433666666666666
SINCELEJO;2021;12.116333333333335;1.4806666666666668;0.2836666666666667;8.421000000000001;18.182333333333332;1.6763333333333332;6.247666666666667;26.297666666666668;8.156333333333334;0.20966666666666667;7.041;0.9053333333333334;0.23766666666665515;107.53733333333332;1.2396666666666667;15.042333333333334
SINCELEJO;2022;13.048333333333334;2.391;0.162;7.075;17.937;1.664;7.742333333333334;24.46766666666667;7.360666666666667;0.31833333333333336;5.6433333333333335;0.894;0.0;104.17166666666667;1.664;13.803666666666667
SINCELEJO;2023;12.694981750469946;1.9546537031141074;0.41155837328825895;6.812025846774122;21.41872736418043;1.5013581227432575;7.887243152195225;24.34542396748774;8.524181899127912;0.20457350926978574;7.416332368412297;0.9321173677250923;0.0;111.17538551903169;1.3864602912775474;15.685747802966016
SINCELEJO;2024;13.24443703036616;1.7367860552431653;0.46836878715849406;7.340280557483421;21.435425698925105;1.9274001997946322;10.33069803754018;23.84918221314477;7.6733789500699;0.10345811350513584;7.2987304802438056;0.6913916817251721;0.0;113.773166002933;1.1788054195548674;16.494822778178367
SINCELEJO;2025;13.42268171182534;2.1019459055125957;0.38796477505370186;6.868581356356774;20.79387765424147;1.346107490882958;11.733839947336842;26.619547312168127;7.949982339972274;0.04429256501636232;9.711871947042544;1.2720962377223863;0.0;118.96869590884928;1.2254662606565463;15.490440405061124
VALLEDUPAR;2015;16.852333333333334;2.1346666666666665;1.0823333333333334;9.438;24.43433333333333;1.6856666666666669;12.345999999999998;38.63333333333333;17.534000000000002;0.7546666666666666;15.448666666666668;3.8663333333333334;0.0;162.401;2.1359999999999997;16.054666666666666
VALLEDUPAR;2016;18.457666666666668;2.629666666666667;1.2256666666666665;10.826;21.98933333333333;1.7263333333333335;11.478666666666667;43.45933333333334;15.353333333333333;0.887;14.655666666666667;2.923;0.0;162.20333333333335;2.7640000000000007;13.828333333333333
VALLEDUPAR;2017;18.404;3.067;1.3150000000000002;9.645666666666665;30.62433333333333;1.6440000000000001;13.585999999999999;41.63833333333333;13.605666666666666;0.8136666666666666;13.036666666666667;3.896333333333333;0.0;169.23566666666667;1.9973333333333334;15.961666666666668
VALLEDUPAR;2018;19.860333333333333;2.478;1.1106666666666667;12.564333333333332;29.573333333333334;1.5193333333333332;11.176000000000002;45.540666666666674;10.994666666666667;0.7773333333333333;16.142333333333333;2.638333333333333;0.0;173.40066666666667;2.345333333333333;16.680333333333333
VALLEDUPAR;2019;20.447333333333333;3.074666666666667;0.871;11.805666666666667;27.873333333333335;1.4923333333333335;14.49;42.208;13.658333333333331;0.4063333333333334;15.129666666666667;2.3866666666666667;0.0;173.01200000000003;1.423;17.745333333333335
VALLEDUPAR;2020;19.151666666666667;1.7866666666666668;0.6576666666666666;8.651333333333334;25.303;1.4160000000000001;12.345999999999998;39.058666666666674;13.306000000000003;0.7869999999999999;15.594666666666667;2.0766666666666667;0.0;159.693;2.362;17.194666666666667
VALLEDUPAR;2021;19.68409366666667;3.107562;1.028846;14.278722000000002;29.633121666666664;2.7049876666666663;10.535073333333335;43.419034;16.914323;1.4067070000000002;10.255896666666667;3.0347310000000003;0.4152589999999828;178.41062399999998;2.2993563333333333;19.692910666666666
VALLEDUPAR;2022;22.445999999999998;2.555;0.4656666666666667;12.530333333333333;27.837;1.8423333333333332;15.238333333333335;43.352666666666664;15.504333333333335;0.6103333333333333;12.636333333333333;3.09;0.0;186.21899999999997;6.530333333333334;21.579333333333334
VALLEDUPAR;2023;22.781242537251337;3.335926618826099;1.1927887200584262;13.378345889809307;28.670266766027794;2.0287099544234226;14.663627648206209;45.233130545249246;18.682064717503163;0.5352944451736605;13.93296368036992;3.0353239147825963;0.20032514281728978;192.46855279532443;2.6904312965068033;22.108110918319042
VALLEDUPAR;2024;21.791738747125116;3.836150635944395;1.8744009881327293;13.257764729007972;32.53569954821651;2.007452978923504;15.618750640490145;45.05897665036811;17.400790811795755;0.7561712596119812;10.539450734920928;1.4728972163807745;0.0;190.15506134460622;3.7241014414342772;20.28071496225365
VALLEDUPAR;2025;27.768581507090968;2.5129130888882876;1.4334765953480975;13.130589066679399;33.38673311769525;2.095935117216561;15.137483698644573;48.68291197654096;17.71378458178688;0.11213254321626485;15.701679582261976;2.307568532737685;0.0;202.34023064146584;2.7932632656299266;19.563177967729462
