nombre_departamento;nombre_entidad;anio;grupo_edad;hombres;mujeres
CESAR;EL COPEY;2031;100+;1.0;1.0
CESAR;EL COPEY;2032;0-4;1539.0;1515.0
CESAR;EL COPEY;2032;5-9;1656.0;1604.0
CESAR;EL COPEY;2032;10-14;1750.0;1663.0
CESAR;EL COPEY;2032;15-19;1750.0;1676.0
CESAR;EL COPEY;2032;20-24;1692.0;1631.0
CESAR;EL COPEY;2032;25-29;1640.0;1601.0
CESAR;EL COPEY;2032;30-34;1450.0;1477.0
CESAR;EL COPEY;2032;35-39;1257.0;1302.0
CESAR;EL COPEY;2032;40-44;1103.0;1155.0
CESAR;EL COPEY;2032;45-49;967.0;1033.0
CESAR;EL COPEY;2032;50-54;881.0;913.0
CESAR;EL COPEY;2032;55-59;772.0;751.0
CESAR;EL COPEY;2032;60-64;699.0;649.0
CESAR;EL COPEY;2032;65-69;601.0;554.0
CESAR;EL COPEY;2032;70-74;461.0;426.0
CESAR;EL COPEY;2032;75-79;298.0;281.0
CESAR;EL COPEY;2032;80-84;182.0;166.0
CESAR;EL COPEY;2032;85-89;84.0;78.0
CESAR;EL COPEY;2032;90-94;30.0;33.0
CESAR;EL COPEY;2032;95-99;7.0;11.0
CESAR;EL COPEY;2032;100+;1.0;1.0
CESAR;EL COPEY;2033;0-4;1512.0;1487.0
CESAR;EL COPEY;2033;5-9;1631.0;1583.0
CESAR;EL COPEY;2033;10-14;1718.0;1640.0
CESAR;EL COPEY;2033;15-19;1746.0;1667.0
CESAR;EL COPEY;2033;20-24;1678.0;1622.0
CESAR;EL COPEY;2033;25-29;1656.0;1604.0
CESAR;EL COPEY;2033;30-34;1488.0;1499.0
CESAR;EL COPEY;2033;35-39;1275.0;1329.0
CESAR;EL COPEY;2033;40-44;1135.0;1184.0
CESAR;EL COPEY;2033;45-49;984.0;1046.0
CESAR;EL COPEY;2033;50-54;899.0;930.0
CESAR;EL COPEY;2033;55-59;792.0;769.0
CESAR;EL COPEY;2033;60-64;709.0;659.0
CESAR;EL COPEY;2033;65-69;611.0;567.0
CESAR;EL COPEY;2033;70-74;479.0;442.0
CESAR;EL COPEY;2033;75-79;313.0;295.0
CESAR;EL COPEY;2033;80-84;188.0;176.0
CESAR;EL COPEY;2033;85-89;85.0;80.0
CESAR;EL COPEY;2033;90-94;29.0;35.0
CESAR;EL COPEY;2033;95-99;6.0;11.0
CESAR;EL COPEY;2033;100+;0.0;1.0
CESAR;EL COPEY;2034;0-4;1486.0;1457.0
CESAR;EL COPEY;2034;5-9;1606.0;1560.0
CESAR;EL COPEY;2034;10-14;1702.0;1622.0
CESAR;EL COPEY;2034;15-19;1731.0;1647.0
CESAR;EL COPEY;2034;20-24;1666.0;1616.0
CESAR;EL COPEY;2034;25-29;1664.0;1603.0
CESAR;EL COPEY;2034;30-34;1525.0;1514.0
CESAR;EL COPEY;2034;35-39;1299.0;1359.0
CESAR;EL COPEY;2034;40-44;1159.0;1218.0
CESAR;EL COPEY;2034;45-49;1003.0;1062.0
CESAR;EL COPEY;2034;50-54;918.0;947.0
CESAR;EL COPEY;2034;55-59;811.0;792.0
CESAR;EL COPEY;2034;60-64;716.0;669.0
CESAR;EL COPEY;2034;65-69;624.0;574.0
CESAR;EL COPEY;2034;70-74;493.0;455.0
CESAR;EL COPEY;2034;75-79;323.0;306.0
CESAR;EL COPEY;2034;80-84;192.0;181.0
CESAR;EL COPEY;2034;85-89;91.0;86.0
CESAR;EL COPEY;2034;90-94;29.0;33.0
CESAR;EL COPEY;2034;95-99;7.0;13.0
CESAR;EL COPEY;2034;100+;1.0;1.0
CESAR;EL COPEY;2035;0-4;1456.0;1431.0
CESAR;EL COPEY;2035;5-9;1582.0;1533.0
CESAR;EL COPEY;2035;10-14;1679.0;1602.0
CESAR;EL COPEY;2035;15-19;1715.0;1630.0
CESAR;EL COPEY;2035;20-24;1658.0;1605.0
CESAR;EL COPEY;2035;25-29;1660.0;1597.0
CESAR;EL COPEY;2035;30-34;1557.0;1529.0
CESAR;EL COPEY;2035;35-39;1327.0;1388.0
CESAR;EL COPEY;2035;40-44;1186.0;1247.0
CESAR;EL COPEY;2035;45-49;1028.0;1081.0
CESAR;EL COPEY;2035;50-54;930.0;960.0
CESAR;EL COPEY;2035;55-59;838.0;820.0
CESAR;EL COPEY;2035;60-64;727.0;680.0
CESAR;EL COPEY;2035;65-69;636.0;586.0
CESAR;EL COPEY;2035;70-74;507.0;468.0
CESAR;EL COPEY;2035;75-79;339.0;321.0
CESAR;EL COPEY;2035;80-84;195.0;188.0
CESAR;EL COPEY;2035;85-89;94.0;91.0
CESAR;EL COPEY;2035;90-94;31.0;34.0
CESAR;EL COPEY;2035;95-99;7.0;13.0
CESAR;EL COPEY;2035;100+;1.0;1.0
CESAR;EL COPEY;2036;0-4;1426.0;1404.0
CESAR;EL COPEY;2036;5-9;1552.0;1507.0
CESAR;EL COPEY;2036;10-14;1658.0;1580.0
CESAR;EL COPEY;2036;15-19;1694.0;1606.0
CESAR;EL COPEY;2036;20-24;1649.0;1601.0
CESAR;EL COPEY;2036;25-29;1652.0;1586.0
CESAR;EL COPEY;2036;30-34;1582.0;1539.0
CESAR;EL COPEY;2036;35-39;1369.0;1417.0
CESAR;EL COPEY;2036;40-44;1204.0;1269.0
CESAR;EL COPEY;2036;45-49;1055.0;1107.0
CESAR;EL COPEY;2036;50-54;945.0;975.0
CESAR;EL COPEY;2036;55-59;860.0;842.0
CESAR;EL COPEY;2036;60-64;741.0;695.0
CESAR;EL COPEY;2036;65-69;648.0;592.0
CESAR;EL COPEY;2036;70-74;518.0;479.0
CESAR;EL COPEY;2036;75-79;355.0;336.0
CESAR;EL COPEY;2036;80-84;201.0;195.0
CESAR;EL COPEY;2036;85-89;99.0;95.0
CESAR;EL COPEY;2036;90-94;31.0;35.0
CESAR;EL COPEY;2036;95-99;5.0;17.0
CESAR;EL COPEY;2036;100+;1.0;1.0
CESAR;EL COPEY;2037;0-4;1401.0;1375.0
CESAR;EL COPEY;2037;5-9;1528.0;1482.0
CESAR;EL COPEY;2037;10-14;1639.0;1564.0
CESAR;EL COPEY;2037;15-19;1667.0;1582.0
CESAR;EL COPEY;2037;20-24;1645.0;1595.0
CESAR;EL COPEY;2037;25-29;1639.0;1576.0
CESAR;EL COPEY;2037;30-34;1609.0;1550.0
CESAR;EL COPEY;2037;35-39;1407.0;1446.0
CESAR;EL COPEY;2037;40-44;1221.0;1294.0
CESAR;EL COPEY;2037;45-49;1078.0;1134.0
CESAR;EL COPEY;2037;50-54;965.0;989.0
CESAR;EL COPEY;2037;55-59;881.0;863.0
CESAR;EL COPEY;2037;60-64;759.0;712.0
CESAR;EL COPEY;2037;65-69;659.0;603.0
CESAR;EL COPEY;2037;70-74;527.0;492.0
CESAR;EL COPEY;2037;75-79;368.0;347.0
CESAR;EL COPEY;2037;80-84;207.0;199.0
CESAR;EL COPEY;2037;85-89;104.0;100.0
CESAR;EL COPEY;2037;90-94;31.0;38.0
CESAR;EL COPEY;2037;95-99;6.0;15.0
CESAR;EL COPEY;2037;100+;1.0;1.0
CESAR;EL COPEY;2038;0-4;1372.0;1349.0
CESAR;EL COPEY;2038;5-9;1499.0;1459.0
CESAR;EL COPEY;2038;10-14;1615.0;1543.0
CESAR;EL COPEY;2038;15-19;1640.0;1560.0
CESAR;EL COPEY;2038;20-24;1639.0;1586.0
CESAR;EL COPEY;2038;25-29;1627.0;1567.0
CESAR;EL COPEY;2038;30-34;1624.0;1552.0
CESAR;EL COPEY;2038;35-39;1450.0;1466.0
CESAR;EL COPEY;2038;40-44;1238.0;1319.0
CESAR;EL COPEY;2038;45-49;1110.0;1164.0
CESAR;EL COPEY;2038;50-54;979.0;1002.0
CESAR;EL COPEY;2038;55-59;900.0;882.0
CESAR;EL COPEY;2038;60-64;777.0;732.0
CESAR;EL COPEY;2038;65-69;670.0;612.0
CESAR;EL COPEY;2038;70-74;538.0;501.0
CESAR;EL COPEY;2038;75-79;381.0;361.0
CESAR;EL COPEY;2038;80-84;217.0;210.0
CESAR;EL COPEY;2038;85-89;102.0;105.0
CESAR;EL COPEY;2038;90-94;34.0;43.0
CESAR;EL COPEY;2038;95-99;8.0;16.0
CESAR;EL COPEY;2038;100+;1.0;1.0
CESAR;EL COPEY;2039;0-4;1346.0;1321.0
CESAR;EL COPEY;2039;5-9;1474.0;1432.0
CESAR;EL COPEY;2039;10-14;1591.0;1519.0
CESAR;EL COPEY;2039;15-19;1624.0;1546.0
CESAR;EL COPEY;2039;20-24;1627.0;1569.0
CESAR;EL COPEY;2039;25-29;1615.0;1558.0
CESAR;EL COPEY;2039;30-34;1631.0;1554.0
CESAR;EL COPEY;2039;35-39;1480.0;1484.0
CESAR;EL COPEY;2039;40-44;1262.0;1346.0
CESAR;EL COPEY;2039;45-49;1136.0;1192.0
CESAR;EL COPEY;2039;50-54;1003.0;1018.0
CESAR;EL COPEY;2039;55-59;917.0;898.0
CESAR;EL COPEY;2039;60-64;801.0;754.0
CESAR;EL COPEY;2039;65-69;678.0;623.0
CESAR;EL COPEY;2039;70-74;547.0;511.0
CESAR;EL COPEY;2039;75-79;394.0;372.0
CESAR;EL COPEY;2039;80-84;226.0;219.0
CESAR;EL COPEY;2039;85-89;109.0;109.0
CESAR;EL COPEY;2039;90-94;37.0;42.0
CESAR;EL COPEY;2039;95-99;7.0;14.0
CESAR;EL COPEY;2039;100+;0.0;1.0
CESAR;EL COPEY;2040;0-4;1318.0;1296.0
CESAR;EL COPEY;2040;5-9;1446.0;1401.0
CESAR;EL COPEY;2040;10-14;1566.0;1496.0
CESAR;EL COPEY;2040;15-19;1603.0;1524.0
CESAR;EL COPEY;2040;20-24;1610.0;1555.0
CESAR;EL COPEY;2040;25-29;1609.0;1552.0
CESAR;EL COPEY;2040;30-34;1632.0;1550.0
CESAR;EL COPEY;2040;35-39;1513.0;1496.0
CESAR;EL COPEY;2040;40-44;1291.0;1375.0
CESAR;EL COPEY;2040;45-49;1158.0;1220.0
CESAR;EL COPEY;2040;50-54;1025.0;1036.0
CESAR;EL COPEY;2040;55-59;935.0;909.0
CESAR;EL COPEY;2040;60-64;824.0;779.0
CESAR;EL COPEY;2040;65-69;686.0;631.0
CESAR;EL COPEY;2040;70-74;559.0;519.0
CESAR;EL COPEY;2040;75-79;404.0;381.0
CESAR;EL COPEY;2040;80-84;238.0;228.0
CESAR;EL COPEY;2040;85-89;111.0;110.0
CESAR;EL COPEY;2040;90-94;37.0;45.0
CESAR;EL COPEY;2040;95-99;7.0;17.0
CESAR;EL COPEY;2040;100+;0.0;1.0
CESAR;EL COPEY;2041;0-4;1292.0;1268.0
CESAR;EL COPEY;2041;5-9;1420.0;1380.0
CESAR;EL COPEY;2041;10-14;1542.0;1471.0
CESAR;EL COPEY;2041;15-19;1584.0;1506.0
CESAR;EL COPEY;2041;20-24;1594.0;1530.0
CESAR;EL COPEY;2041;25-29;1598.0;1546.0
CESAR;EL COPEY;2041;30-34;1623.0;1542.0
CESAR;EL COPEY;2041;35-39;1534.0;1508.0
CESAR;EL COPEY;2041;40-44;1327.0;1406.0
CESAR;EL COPEY;2041;45-49;1180.0;1245.0
CESAR;EL COPEY;2041;50-54;1049.0;1058.0
CESAR;EL COPEY;2041;55-59;949.0;923.0
CESAR;EL COPEY;2041;60-64;850.0;800.0
CESAR;EL COPEY;2041;65-69;700.0;646.0
CESAR;EL COPEY;2041;70-74;572.0;526.0
CESAR;EL COPEY;2041;75-79;412.0;392.0
CESAR;EL COPEY;2041;80-84;248.0;240.0
CESAR;EL COPEY;2041;85-89;112.0;113.0
CESAR;EL COPEY;2041;90-94;38.0;49.0
CESAR;EL COPEY;2041;95-99;8.0;17.0
CESAR;EL COPEY;2041;100+;0.0;1.0
CESAR;EL COPEY;2042;0-4;1265.0;1241.0
CESAR;EL COPEY;2042;5-9;1389.0;1347.0
CESAR;EL COPEY;2042;10-14;1515.0;1445.0
CESAR;EL COPEY;2042;15-19;1566.0;1488.0
CESAR;EL COPEY;2042;20-24;1571.0;1509.0
CESAR;EL COPEY;2042;25-29;1598.0;1543.0
CESAR;EL COPEY;2042;30-34;1611.0;1530.0
CESAR;EL COPEY;2042;35-39;1559.0;1519.0
CESAR;EL COPEY;2042;40-44;1369.0;1433.0
CESAR;EL COPEY;2042;45-49;1197.0;1267.0
CESAR;EL COPEY;2042;50-54;1077.0;1086.0
CESAR;EL COPEY;2042;55-59;965.0;932.0
CESAR;EL COPEY;2042;60-64;870.0;819.0
CESAR;EL COPEY;2042;65-69;715.0;663.0
CESAR;EL COPEY;2042;70-74;582.0;533.0
CESAR;EL COPEY;2042;75-79;421.0;401.0
CESAR;EL COPEY;2042;80-84;256.0;246.0
CESAR;EL COPEY;2042;85-89;116.0;118.0
CESAR;EL COPEY;2042;90-94;40.0;48.0
CESAR;EL COPEY;2042;95-99;8.0;16.0
CESAR;EL COPEY;2042;100+;1.0;1.0
CESAR;EL PASO;2018;0-4;2269.0;2188.0
CESAR;EL PASO;2018;5-9;2526.0;2418.0
CESAR;EL PASO;2018;10-14;2543.0;2459.0
CESAR;EL PASO;2018;15-19;2039.0;2076.0
CESAR;EL PASO;2018;20-24;1549.0;1658.0
CESAR;EL PASO;2018;25-29;1361.0;1435.0
CESAR;EL PASO;2018;30-34;1177.0;1275.0
CESAR;EL PASO;2018;35-39;1071.0;1176.0
CESAR;EL PASO;2018;40-44;928.0;997.0
CESAR;EL PASO;2018;45-49;820.0;826.0
CESAR;EL PASO;2018;50-54;691.0;678.0
CESAR;EL PASO;2018;55-59;546.0;507.0
CESAR;EL PASO;2018;60-64;383.0;351.0
CESAR;EL PASO;2018;65-69;295.0;276.0
CESAR;EL PASO;2018;70-74;221.0;195.0
CESAR;EL PASO;2018;75-79;157.0;141.0
CESAR;EL PASO;2018;80-84;89.0;86.0
CESAR;EL PASO;2018;85-89;38.0;40.0
CESAR;EL PASO;2018;90-94;15.0;16.0
CESAR;EL PASO;2018;95-99;5.0;6.0
CESAR;EL PASO;2018;100+;2.0;1.0
CESAR;EL PASO;2019;0-4;2345.0;2250.0
CESAR;EL PASO;2019;5-9;2594.0;2488.0
CESAR;EL PASO;2019;10-14;2644.0;2547.0
CESAR;EL PASO;2019;15-19;2191.0;2208.0
CESAR;EL PASO;2019;20-24;1668.0;1789.0
CESAR;EL PASO;2019;25-29;1465.0;1550.0
CESAR;EL PASO;2019;30-34;1256.0;1350.0
CESAR;EL PASO;2019;35-39;1134.0;1237.0
CESAR;EL PASO;2019;40-44;988.0;1059.0
CESAR;EL PASO;2019;45-49;852.0;863.0
CESAR;EL PASO;2019;50-54;724.0;706.0
CESAR;EL PASO;2019;55-59;577.0;535.0
CESAR;EL PASO;2019;60-64;411.0;375.0
CESAR;EL PASO;2019;65-69;309.0;289.0
CESAR;EL PASO;2019;70-74;232.0;211.0
CESAR;EL PASO;2019;75-79;160.0;145.0
CESAR;EL PASO;2019;80-84;95.0;91.0
CESAR;EL PASO;2019;85-89;40.0;44.0
CESAR;EL PASO;2019;90-94;13.0;16.0
CESAR;EL PASO;2019;95-99;7.0;8.0
CESAR;EL PASO;2019;100+;2.0;1.0
CESAR;EL PASO;2020;0-4;2435.0;2330.0
CESAR;EL PASO;2020;5-9;2677.0;2571.0
CESAR;EL PASO;2020;10-14;2732.0;2630.0
CESAR;EL PASO;2020;15-19;2342.0;2340.0
CESAR;EL PASO;2020;20-24;1816.0;1939.0
CESAR;EL PASO;2020;25-29;1581.0;1670.0
CESAR;EL PASO;2020;30-34;1353.0;1443.0
CESAR;EL PASO;2020;35-39;1202.0;1305.0
CESAR;EL PASO;2020;40-44;1055.0;1132.0
CESAR;EL PASO;2020;45-49;888.0;908.0
CESAR;EL PASO;2020;50-54;756.0;742.0
CESAR;EL PASO;2020;55-59;604.0;566.0
CESAR;EL PASO;2020;60-64;437.0;399.0
CESAR;EL PASO;2020;65-69;321.0;300.0
CESAR;EL PASO;2020;70-74;248.0;229.0
CESAR;EL PASO;2020;75-79;166.0;149.0
CESAR;EL PASO;2020;80-84;100.0;95.0
CESAR;EL PASO;2020;85-89;39.0;45.0
CESAR;EL PASO;2020;90-94;16.0;17.0
CESAR;EL PASO;2020;95-99;9.0;5.0
CESAR;EL PASO;2020;100+;2.0;1.0
CESAR;EL PASO;2021;0-4;2459.0;2346.0
CESAR;EL PASO;2021;5-9;2714.0;2610.0
CESAR;EL PASO;2021;10-14;2765.0;2666.0
CESAR;EL PASO;2021;15-19;2438.0;2419.0
CESAR;EL PASO;2021;20-24;1925.0;2044.0
CESAR;EL PASO;2021;25-29;1650.0;1749.0
CESAR;EL PASO;2021;30-34;1420.0;1509.0
CESAR;EL PASO;2021;35-39;1244.0;1349.0
CESAR;EL PASO;2021;40-44;1103.0;1181.0
CESAR;EL PASO;2021;45-49;920.0;939.0
CESAR;EL PASO;2021;50-54;782.0;761.0
CESAR;EL PASO;2021;55-59;624.0;586.0
CESAR;EL PASO;2021;60-64;461.0;422.0
CESAR;EL PASO;2021;65-69;332.0;315.0
CESAR;EL PASO;2021;70-74;259.0;243.0
CESAR;EL PASO;2021;75-79;168.0;152.0
CESAR;EL PASO;2021;80-84;101.0;99.0
CESAR;EL PASO;2021;85-89;40.0;44.0
CESAR;EL PASO;2021;90-94;12.0;18.0
CESAR;EL PASO;2021;95-99;8.0;5.0
CESAR;EL PASO;2021;100+;2.0;2.0
CESAR;EL PASO;2022;0-4;2454.0;2343.0
CESAR;EL PASO;2022;5-9;2740.0;2633.0
CESAR;EL PASO;2022;10-14;2773.0;2678.0
CESAR;EL PASO;2022;15-19;2513.0;2476.0
CESAR;EL PASO;2022;20-24;2022.0;2127.0
CESAR;EL PASO;2022;25-29;1700.0;1810.0
CESAR;EL PASO;2022;30-34;1480.0;1566.0
CESAR;EL PASO;2022;35-39;1281.0;1384.0
CESAR;EL PASO;2022;40-44;1140.0;1226.0
CESAR;EL PASO;2022;45-49;951.0;975.0
CESAR;EL PASO;2022;50-54;799.0;782.0
CESAR;EL PASO;2022;55-59;642.0;605.0
CESAR;EL PASO;2022;60-64;480.0;440.0
CESAR;EL PASO;2022;65-69;341.0;328.0
CESAR;EL PASO;2022;70-74;268.0;256.0
CESAR;EL PASO;2022;75-79;170.0;162.0
CESAR;EL PASO;2022;80-84;101.0;98.0
CESAR;EL PASO;2022;85-89;39.0;46.0
CESAR;EL PASO;2022;90-94;16.0;16.0
CESAR;EL PASO;2022;95-99;8.0;4.0
CESAR;EL PASO;2022;100+;1.0;1.0
CESAR;EL PASO;2023;0-4;2440.0;2335.0
CESAR;EL PASO;2023;5-9;2763.0;2649.0
CESAR;EL PASO;2023;10-14;2780.0;2690.0
CESAR;EL PASO;2023;15-19;2568.0;2517.0
CESAR;EL PASO;2023;20-24;2112.0;2194.0
CESAR;EL PASO;2023;25-29;1751.0;1878.0
CESAR;EL PASO;2023;30-34;1538.0;1629.0
CESAR;EL PASO;2023;35-39;1320.0;1420.0
CESAR;EL PASO;2023;40-44;1177.0;1263.0
CESAR;EL PASO;2023;45-49;982.0;1016.0
CESAR;EL PASO;2023;50-54;819.0;801.0
CESAR;EL PASO;2023;55-59;657.0;623.0
CESAR;EL PASO;2023;60-64;500.0;459.0
CESAR;EL PASO;2023;65-69;359.0;343.0
CESAR;EL PASO;2023;70-74;276.0;266.0
CESAR;EL PASO;2023;75-79;180.0;171.0
CESAR;EL PASO;2023;80-84;101.0;100.0
CESAR;EL PASO;2023;85-89;40.0;46.0
CESAR;EL PASO;2023;90-94;16.0;18.0
CESAR;EL PASO;2023;95-99;5.0;5.0
CESAR;EL PASO;2023;100+;2.0;1.0
CESAR;EL PASO;2024;0-4;2443.0;2339.0
CESAR;EL PASO;2024;5-9;2765.0;2646.0
CESAR;EL PASO;2024;10-14;2783.0;2700.0
CESAR;EL PASO;2024;15-19;2608.0;2544.0
CESAR;EL PASO;2024;20-24;2192.0;2249.0
CESAR;EL PASO;2024;25-29;1814.0;1943.0
CESAR;EL PASO;2024;30-34;1597.0;1692.0
CESAR;EL PASO;2024;35-39;1359.0;1457.0
CESAR;EL PASO;2024;40-44;1210.0;1297.0
CESAR;EL PASO;2024;45-49;1023.0;1053.0
CESAR;EL PASO;2024;50-54;837.0;822.0
CESAR;EL PASO;2024;55-59;677.0;638.0
CESAR;EL PASO;2024;60-64;519.0;480.0
CESAR;EL PASO;2024;65-69;375.0;363.0
CESAR;EL PASO;2024;70-74;285.0;278.0
CESAR;EL PASO;2024;75-79;193.0;181.0
CESAR;EL PASO;2024;80-84;106.0;104.0
CESAR;EL PASO;2024;85-89;43.0;48.0
CESAR;EL PASO;2024;90-94;14.0;16.0
CESAR;EL PASO;2024;95-99;7.0;3.0
CESAR;EL PASO;2024;100+;0.0;1.0
CESAR;EL PASO;2025;0-4;2434.0;2331.0
CESAR;EL PASO;2025;5-9;2763.0;2640.0
CESAR;EL PASO;2025;10-14;2793.0;2709.0
CESAR;EL PASO;2025;15-19;2626.0;2561.0
CESAR;EL PASO;2025;20-24;2265.0;2294.0
CESAR;EL PASO;2025;25-29;1879.0;2008.0
CESAR;EL PASO;2025;30-34;1644.0;1748.0
CESAR;EL PASO;2025;35-39;1404.0;1500.0
CESAR;EL PASO;2025;40-44;1241.0;1325.0
CESAR;EL PASO;2025;45-49;1060.0;1095.0
CESAR;EL PASO;2025;50-54;857.0;840.0
CESAR;EL PASO;2025;55-59;696.0;655.0
CESAR;EL PASO;2025;60-64;536.0;494.0
CESAR;EL PASO;2025;65-69;392.0;380.0
CESAR;EL PASO;2025;70-74;291.0;287.0
CESAR;EL PASO;2025;75-79;200.0;191.0
CESAR;EL PASO;2025;80-84;106.0;102.0
CESAR;EL PASO;2025;85-89;43.0;51.0
CESAR;EL PASO;2025;90-94;13.0;17.0
CESAR;EL PASO;2025;95-99;8.0;3.0
CESAR;EL PASO;2025;100+;1.0;1.0
CESAR;EL PASO;2026;0-4;2419.0;2317.0
CESAR;EL PASO;2026;5-9;2749.0;2617.0
CESAR;EL PASO;2026;10-14;2795.0;2713.0
CESAR;EL PASO;2026;15-19;2628.0;2559.0
CESAR;EL PASO;2026;20-24;2315.0;2328.0
CESAR;EL PASO;2026;25-29;1950.0;2068.0
CESAR;EL PASO;2026;30-34;1686.0;1795.0
CESAR;EL PASO;2026;35-39;1449.0;1544.0
CESAR;EL PASO;2026;40-44;1263.0;1352.0
CESAR;EL PASO;2026;45-49;1097.0;1131.0
CESAR;EL PASO;2026;50-54;873.0;864.0
CESAR;EL PASO;2026;55-59;713.0;665.0
CESAR;EL PASO;2026;60-64;549.0;512.0
CESAR;EL PASO;2026;65-69;412.0;401.0
CESAR;EL PASO;2026;70-74;300.0;294.0
CESAR;EL PASO;2026;75-79;209.0;204.0
CESAR;EL PASO;2026;80-84;108.0;108.0
CESAR;EL PASO;2026;85-89;44.0;50.0
CESAR;EL PASO;2026;90-94;14.0;19.0
CESAR;EL PASO;2026;95-99;8.0;7.0
CESAR;EL PASO;2026;100+;1.0;0.0
CESAR;EL PASO;2027;0-4;2403.0;2301.0
CESAR;EL PASO;2027;5-9;2720.0;2589.0
CESAR;EL PASO;2027;10-14;2798.0;2718.0
CESAR;EL PASO;2027;15-19;2617.0;2553.0
CESAR;EL PASO;2027;20-24;2364.0;2357.0
CESAR;EL PASO;2027;25-29;2018.0;2124.0
CESAR;EL PASO;2027;30-34;1719.0;1838.0
CESAR;EL PASO;2027;35-39;1494.0;1583.0
CESAR;EL PASO;2027;40-44;1294.0;1377.0
CESAR;EL PASO;2027;45-49;1128.0;1165.0
CESAR;EL PASO;2027;50-54;900.0;891.0
CESAR;EL PASO;2027;55-59;727.0;680.0
CESAR;EL PASO;2027;60-64;564.0;524.0
CESAR;EL PASO;2027;65-69;431.0;416.0
CESAR;EL PASO;2027;70-74;308.0;309.0
CESAR;EL PASO;2027;75-79;218.0;215.0
CESAR;EL PASO;2027;80-84;112.0;111.0
CESAR;EL PASO;2027;85-89;45.0;52.0
CESAR;EL PASO;2027;90-94;14.0;17.0
CESAR;EL PASO;2027;95-99;8.0;6.0
CESAR;EL PASO;2027;100+;1.0;0.0
CESAR;EL PASO;2028;0-4;2380.0;2277.0
CESAR;EL PASO;2028;5-9;2687.0;2559.0
CESAR;EL PASO;2028;10-14;2805.0;2719.0
CESAR;EL PASO;2028;15-19;2609.0;2548.0
CESAR;EL PASO;2028;20-24;2397.0;2374.0
CESAR;EL PASO;2028;25-29;2087.0;2167.0
CESAR;EL PASO;2028;30-34;1753.0;1882.0
CESAR;EL PASO;2028;35-39;1544.0;1635.0
CESAR;EL PASO;2028;40-44;1322.0;1403.0
CESAR;EL PASO;2028;45-49;1157.0;1196.0
CESAR;EL PASO;2028;50-54;926.0;919.0
CESAR;EL PASO;2028;55-59;741.0;693.0
CESAR;EL PASO;2028;60-64;577.0;537.0
CESAR;EL PASO;2028;65-69;446.0;432.0
CESAR;EL PASO;2028;70-74;322.0;325.0
CESAR;EL PASO;2028;75-79;223.0;221.0
CESAR;EL PASO;2028;80-84;116.0;118.0
CESAR;EL PASO;2028;85-89;48.0;50.0
CESAR;EL PASO;2028;90-94;16.0;18.0
CESAR;EL PASO;2028;95-99;8.0;8.0
CESAR;EL PASO;2028;100+;0.0;0.0
CESAR;EL PASO;2029;0-4;2353.0;2251.0
CESAR;EL PASO;2029;5-9;2665.0;2546.0
CESAR;EL PASO;2029;10-14;2793.0;2696.0
CESAR;EL PASO;2029;15-19;2601.0;2548.0
CESAR;EL PASO;2029;20-24;2423.0;2382.0
CESAR;EL PASO;2029;25-29;2148.0;2201.0
CESAR;EL PASO;2029;30-34;1795.0;1933.0
CESAR;EL PASO;2029;35-39;1589.0;1686.0
CESAR;EL PASO;2029;40-44;1354.0;1430.0
CESAR;EL PASO;2029;45-49;1184.0;1220.0
CESAR;EL PASO;2029;50-54;958.0;952.0
CESAR;EL PASO;2029;55-59;755.0;708.0
CESAR;EL PASO;2029;60-64;593.0;551.0
CESAR;EL PASO;2029;65-69;462.0;449.0
CESAR;EL PASO;2029;70-74;336.0;340.0
CESAR;EL PASO;2029;75-79;229.0;230.0
CESAR;EL PASO;2029;80-84;124.0;129.0
CESAR;EL PASO;2029;85-89;47.0;52.0
CESAR;EL PASO;2029;90-94;14.0;20.0
CESAR;EL PASO;2029;95-99;8.0;8.0
CESAR;EL PASO;2029;100+;1.0;1.0
CESAR;EL PASO;2030;0-4;2324.0;2223.0
CESAR;EL PASO;2030;5-9;2645.0;2524.0
CESAR;EL PASO;2030;10-14;2780.0;2680.0
CESAR;EL PASO;2030;15-19;2595.0;2545.0
CESAR;EL PASO;2030;20-24;2427.0;2382.0
CESAR;EL PASO;2030;25-29;2203.0;2231.0
CESAR;EL PASO;2030;30-34;1846.0;1982.0
CESAR;EL PASO;2030;35-39;1626.0;1734.0
CESAR;EL PASO;2030;40-44;1391.0;1463.0
CESAR;EL PASO;2030;45-49;1210.0;1241.0
CESAR;EL PASO;2030;50-54;993.0;988.0
CESAR;EL PASO;2030;55-59;769.0;722.0
CESAR;EL PASO;2030;60-64;606.0;560.0
CESAR;EL PASO;2030;65-69;477.0;462.0
CESAR;EL PASO;2030;70-74;355.0;356.0
CESAR;EL PASO;2030;75-79;235.0;237.0
CESAR;EL PASO;2030;80-84;129.0;132.0
CESAR;EL PASO;2030;85-89;47.0;56.0
CESAR;EL PASO;2030;90-94;17.0;21.0
CESAR;EL PASO;2030;95-99;9.0;8.0
CESAR;EL PASO;2030;100+;1.0;0.0
CESAR;EL PASO;2031;0-4;2293.0;2196.0
CESAR;EL PASO;2031;5-9;2620.0;2504.0
CESAR;EL PASO;2031;10-14;2752.0;2650.0
CESAR;EL PASO;2031;15-19;2593.0;2543.0
CESAR;EL PASO;2031;20-24;2423.0;2377.0
